Grand Prix,Race,Circuit ,Year,Driver,Stop ,Lap Stop,Time,Duration,Winner,,
Singapore,15,Marina Bay Street Circuit,2018,Brendon Hartley,2,36,21:22:59,29.464,Lewis Hamilton,,
Singapore,15,Marina Bay Street Circuit,2018,Kevin Magnussen,2,36,21:23:01,30.711,Lewis Hamilton,,
Singapore,15,Marina Bay Street Circuit,2018,Carlos Sainz,1,37,21:23:46,30.242,Lewis Hamilton,,
Singapore,15,Marina Bay Street Circuit,2018,Fernando Alonso,1,38,21:25:29,29.922,Lewis Hamilton,,
Singapore,15,Marina Bay Street Circuit,2018,Charles Leclerc,1,38,21:25:50,29.31,Lewis Hamilton,,
Singapore,15,Marina Bay Street Circuit,2018,Sergio Perez,3,39,21:28:41,24.34,Lewis Hamilton,,
Singapore,15,Marina Bay Street Circuit,2018,Lance Stroll,1,40,21:30:02,28.767,Lewis Hamilton,,
Singapore,15,Marina Bay Street Circuit,2018,Stoffel Vandoorne,1,43,21:35:11,30.234,Lewis Hamilton,,
Singapore,15,Marina Bay Street Circuit,2018,Marcus Ericsson,1,44,21:36:55,28.86,Lewis Hamilton,,
Singapore,15,Marina Bay Street Circuit,2018,Sergey Sirotkin,2,45,21:39:51,34.022,Lewis Hamilton,,
Singapore,15,Marina Bay Street Circuit,2018,Kevin Magnussen,3,48,21:44:52,29.324,Lewis Hamilton,,
Singapore,15,Marina Bay Street Circuit,2019,Nico Hulkenberg,1,1,20:15:37,29.563,Sebastian Vettel,,
Singapore,15,Marina Bay Street Circuit,2019,George Russell,1,1,20:15:56,38.752,Sebastian Vettel,,
Singapore,15,Marina Bay Street Circuit,2019,Daniil Kvyat,1,12,20:35:59,28.799,Sebastian Vettel,,
Singapore,15,Marina Bay Street Circuit,2019,Sergio Perez,1,13,20:37:45,29.082,Sebastian Vettel,,
Singapore,15,Marina Bay Street Circuit,2019,Kimi Raikkonen,1,15,20:41:17,29.992,Sebastian Vettel,,
Singapore,15,Marina Bay Street Circuit,2019,Kevin Magnussen,1,18,20:46:43,29.403,Sebastian Vettel,,
Singapore,15,Marina Bay Street Circuit,2019,Sebastian Vettel,1,19,20:48:19,29.384,Sebastian Vettel,,
Singapore,15,Marina Bay Street Circuit,2019,Max Verstappen,1,19,20:48:22,28.846,Sebastian Vettel,,
Singapore,15,Marina Bay Street Circuit,2019,Charles Leclerc,1,20,20:50:05,29.168,Sebastian Vettel,,
Singapore,15,Marina Bay Street Circuit,2019,Alex Albon,1,20,20:50:14,28.606,Sebastian Vettel,,
Singapore,15,Marina Bay Street Circuit,2019,Lando Norris,1,20,20:50:16,30.397,Sebastian Vettel,,
Singapore,15,Marina Bay Street Circuit,2019,Robert Kubica,1,21,20:52:58,29.033,Sebastian Vettel,,
Singapore,15,Marina Bay Street Circuit,2019,Valtteri Bottas,1,22,20:53:46,29.234,Sebastian Vettel,,
Singapore,15,Marina Bay Street Circuit,2019,Romain Grosjean,1,23,20:56:19,29.456,Sebastian Vettel,,
Singapore,15,Marina Bay Street Circuit,2019,Lewis Hamilton,1,26,21:00:55,28.93,Sebastian Vettel,,
Singapore,15,Marina Bay Street Circuit,2019,Lance Stroll,1,31,21:10:22,29.482,Sebastian Vettel,,
Singapore,15,Marina Bay Street Circuit,2019,Pierre Gasly,1,32,21:12:09,32.482,Sebastian Vettel,,
Singapore,15,Marina Bay Street Circuit,2019,Antonio Giovinazzi,1,34,21:16:02,29.07,Sebastian Vettel,,
Singapore,15,Marina Bay Street Circuit,2019,Daniel Ricciardo,1,34,21:16:25,30.756,Sebastian Vettel,,
Singapore,15,Marina Bay Street Circuit,2019,Romain Grosjean,2,35,21:18:29,43.576,Sebastian Vettel,,
Singapore,15,Marina Bay Street Circuit,2019,Nico Hulkenberg,2,36,21:19:55,29.152,Sebastian Vettel,,
Singapore,15,Marina Bay Street Circuit,2019,Daniil Kvyat,2,36,21:20:05,34.711,Sebastian Vettel,,
Singapore,15,Marina Bay Street Circuit,2019,Carlos Sainz,2,35,21:20:33,30.623,Sebastian Vettel,,
Singapore,15,Marina Bay Street Circuit,2019,Antonio Giovinazzi,2,36,21:20:38,28.96,Sebastian Vettel,,
Singapore,15,Marina Bay Street Circuit,2019,Lance Stroll,2,41,21:32:33,39.188,Sebastian Vettel,,
Singapore,15,Marina Bay Street Circuit,2019,Robert Kubica,2,44,21:38:24,30.321,Sebastian Vettel,,
Singapore,15,Marina Bay Street Circuit,2019,Lance Stroll,3,44,21:39:08,29.46,Sebastian Vettel,,
Singapore,15,Marina Bay Street Circuit,2019,Kevin Magnussen,2,56,22:04:12,30.916,Sebastian Vettel,,
Singapore,17,Marina Bay Street Circuit,2022,Kevin Magnussen,1,7,21:23:45,39.247,Sergio Perez,,
Singapore,17,Marina Bay Street Circuit,2022,George Russell,1,21,21:54:16,30.378,Sergio Perez,,
Singapore,17,Marina Bay Street Circuit,2022,Pierre Gasly,1,33,22:19:45,29.867,Sergio Perez,,
Singapore,17,Marina Bay Street Circuit,2022,Yuki Tsunoda,1,33,22:20:11,31.293,Sergio Perez,,
Singapore,17,Marina Bay Street Circuit,2022,Valtteri Bottas,1,33,22:20:13,32.167,Sergio Perez,,
Singapore,17,Marina Bay Street Circuit,2022,Kevin Magnussen,2,33,22:20:17,32.603,Sergio Perez,,
Singapore,17,Marina Bay Street Circuit,2022,Charles Leclerc,1,34,22:20:56,32.058,Sergio Perez,,
Singapore,17,Marina Bay Street Circuit,2022,Lewis Hamilton,1,34,22:21:36,41.019,Sergio Perez,,
Singapore,17,Marina Bay Street Circuit,2022,Sebastian Vettel,1,34,22:21:44,29.704,Sergio Perez,,
Singapore,17,Marina Bay Street Circuit,2022,Mick Schumacher,1,34,22:22:03,31.201,Sergio Perez,,
Singapore,17,Marina Bay Street Circuit,2022,Sergio Perez,1,35,22:22:51,29.55,Sergio Perez,,
Singapore,17,Marina Bay Street Circuit,2022,Carlos Sainz,1,35,22:23:17,30.603,Sergio Perez,,
Singapore,17,Marina Bay Street Circuit,2022,Max Verstappen,1,35,22:23:33,29.407,Sergio Perez,,
Singapore,17,Marina Bay Street Circuit,2022,Lance Stroll,1,35,22:23:50,29.863,Sergio Perez,,
Singapore,17,Marina Bay Street Circuit,2022,George Russell,2,35,22:25:08,29.713,Sergio Perez,,
Singapore,17,Marina Bay Street Circuit,2022,Lando Norris,1,36,22:25:51,30.528,Sergio Perez,,
Singapore,17,Marina Bay Street Circuit,2022,Daniel Ricciardo,1,36,22:26:23,30.946,Sergio Perez,,
Singapore,17,Marina Bay Street Circuit,2022,Max Verstappen,2,40,22:36:35,29.775,Sergio Perez,,
Singapore,17,Marina Bay Street Circuit,2022,Mick Schumacher,2,41,22:39:34,34.722,Sergio Perez,,
Singapore,17,Marina Bay Street Circuit,2022,George Russell,3,41,22:39:46,33.211,Sergio Perez,,
Singapore,17,Marina Bay Street Circuit,2022,George Russell,4,51,22:59:32,29.893,Sergio Perez,,
Singapore,15,Marina Bay Street Circuit,2023,Zhou Guanyu,1,2,20:07:21,30.032,Carlos Sainz,,
Singapore,15,Marina Bay Street Circuit,2023,Logan Sargeant,1,19,20:36:42,01:03.5,Carlos Sainz,,
Singapore,15,Marina Bay Street Circuit,2023,Carlos Sainz,1,20,20:37:19,29.499,Carlos Sainz,,
Singapore,15,Marina Bay Street Circuit,2023,Charles Leclerc,1,20,20:37:28,32.888,Carlos Sainz,,
Singapore,15,Marina Bay Street Circuit,2023,George Russell,1,20,20:37:29,29.976,Carlos Sainz,,
Singapore,15,Marina Bay Street Circuit,2023,Lando Norris,1,20,20:37:31,29.485,Carlos Sainz,,
Singapore,15,Marina Bay Street Circuit,2023,Lewis Hamilton,1,20,20:37:33,32.631,Carlos Sainz,,
Singapore,15,Marina Bay Street Circuit,2023,Fernando Alonso,1,20,20:37:39,30.67,Carlos Sainz,,
Singapore,15,Marina Bay Street Circuit,2023,Esteban Ocon,1,20,20:37:43,29.755,Carlos Sainz,,
Singapore,15,Marina Bay Street Circuit,2023,Kevin Magnussen,1,20,20:37:50,31.475,Carlos Sainz,,
Singapore,15,Marina Bay Street Circuit,2023,Nico Hulkenberg,1,20,20:37:53,35.497,Carlos Sainz,,
Singapore,15,Marina Bay Street Circuit,2023,Pierre Gasly,1,20,20:37:54,31.802,Carlos Sainz,,
Singapore,15,Marina Bay Street Circuit,2023,Liam Lawson,1,20,20:37:55,32.348,Carlos Sainz,,
Singapore,15,Marina Bay Street Circuit,2023,Oscar Piastri,1,20,20:37:58,29.369,Carlos Sainz,,
Singapore,15,Marina Bay Street Circuit,2023,Alex Albon,1,20,20:37:59,30.138,Carlos Sainz,,
Singapore,15,Marina Bay Street Circuit,2023,Zhou Guanyu,2,20,20:38:30,30.637,Carlos Sainz,,
Singapore,15,Marina Bay Street Circuit,2023,Sergio Perez,1,39,21:11:53,28.977,Carlos Sainz,,
Singapore,15,Marina Bay Street Circuit,2023,Max Verstappen,1,40,21:13:21,29.698,Carlos Sainz,,
Singapore,15,Marina Bay Street Circuit,2023,Valtteri Bottas,1,40,21:13:47,30.487,Carlos Sainz,,
Singapore,15,Marina Bay Street Circuit,2023,Alex Albon,2,43,21:18:51,29.787,Carlos Sainz,,
Singapore,15,Marina Bay Street Circuit,2023,Kevin Magnussen,2,43,21:19:04,33.078,Carlos Sainz,,
Singapore,15,Marina Bay Street Circuit,2023,Logan Sargeant,2,43,21:19:17,31.018,Carlos Sainz,,
Singapore,15,Marina Bay Street Circuit,2023,George Russell,2,44,21:20:21,30.039,Carlos Sainz,,
Singapore,15,Marina Bay Street Circuit,2023,Lewis Hamilton,2,44,21:20:24,33.581,Carlos Sainz,,
Singapore,15,Marina Bay Street Circuit,2023,Fernando Alonso,2,44,21:20:59,52.708,Carlos Sainz,,
Singapore,18,Marina Bay Street Circuit,2024,Daniel Ricciardo,1,10,20:20:46,30.316,Lando Norris,,
Singapore,18,Marina Bay Street Circuit,2024,Alex Albon,1,11,20:22:22,29.126,Lando Norris,,
Singapore,18,Marina Bay Street Circuit,2024,Carlos Sainz,1,13,20:25:37,29.385,Lando Norris,,
Singapore,18,Marina Bay Street Circuit,2024,Lewis Hamilton,1,17,20:31:54,29.272,Lando Norris,,
Singapore,18,Marina Bay Street Circuit,2024,Fernando Alonso,1,25,20:45:21,29.251,Lando Norris,,
Singapore,18,Marina Bay Street Circuit,2024,Lance Stroll,1,26,20:47:31,29.816,Lando Norris,,
Singapore,18,Marina Bay Street Circuit,2024,George Russell,1,27,20:48:22,28.739,Lando Norris,,
Singapore,18,Marina Bay Street Circuit,2024,Sergio Perez,1,28,20:50:26,28.99,Lando Norris,,
Singapore,18,Marina Bay Street Circuit,2024,Kevin Magnussen,1,28,20:50:47,29.707,Lando Norris,,
Singapore,18,Marina Bay Street Circuit,2024,Max Verstappen,1,29,20:51:28,29.655,Lando Norris,,
Singapore,18,Marina Bay Street Circuit,2024,Nico Hulkenberg,1,29,20:52:00,29.808,Lando Norris,,
Singapore,18,Marina Bay Street Circuit,2024,Franco Colapinto,1,29,20:52:02,29.772,Lando Norris,,
Singapore,18,Marina Bay Street Circuit,2024,Esteban Ocon,1,29,20:52:22,29.601,Lando Norris,,
Singapore,18,Marina Bay Street Circuit,2024,Lando Norris,1,30,20:52:44,29.091,Lando Norris,,
Singapore,18,Marina Bay Street Circuit,2024,Yuki Tsunoda,1,33,20:58:54,29.662,Lando Norris,,
Singapore,18,Marina Bay Street Circuit,2024,Valtteri Bottas,1,33,20:59:22,30.423,Lando Norris,,
Singapore,18,Marina Bay Street Circuit,2024,Zhou Guanyu,1,34,21:01:01,29.36,Lando Norris,,
Singapore,18,Marina Bay Street Circuit,2024,Charles Leclerc,1,36,21:03:29,29.042,Lando Norris,,
Singapore,18,Marina Bay Street Circuit,2024,Pierre Gasly,1,37,21:06:04,31.509,Lando Norris,,
Singapore,18,Marina Bay Street Circuit,2024,Oscar Piastri,1,38,21:06:22,29.152,Lando Norris,,
Singapore,18,Marina Bay Street Circuit,2024,Daniel Ricciardo,2,46,21:20:58,29.066,Lando Norris,,
Singapore,18,Marina Bay Street Circuit,2024,Kevin Magnussen,2,49,21:26:52,31.291,Lando Norris,,
Singapore,18,Marina Bay Street Circuit,2024,Daniel Ricciardo,3,58,21:40:58,29.653,Lando Norris,,
Japan,15,Suzuka International Racing Course,2014,Nico Rosberg,1,2,15:06:10,18:56.5,Lewis Hamilton,,
Japan,15,Suzuka International Racing Course,2014,Lewis Hamilton,1,2,15:06:11,18:57.3,Lewis Hamilton,,
Japan,15,Suzuka International Racing Course,2014,Valtteri Bottas,1,2,15:06:13,18:57.0,Lewis Hamilton,,
Japan,15,Suzuka International Racing Course,2014,Felipe Massa,1,2,15:06:15,18:56.6,Lewis Hamilton,,
Japan,15,Suzuka International Racing Course,2014,Fernando Alonso,1,2,15:06:17,18:57.1,Lewis Hamilton,,
Japan,15,Suzuka International Racing Course,2014,Daniel Ricciardo,1,2,15:06:20,18:55.5,Lewis Hamilton,,
Japan,15,Suzuka International Racing Course,2014,Kevin Magnussen,1,2,15:06:21,18:55.9,Lewis Hamilton,,
Japan,15,Suzuka International Racing Course,2014,Jenson Button,1,2,15:06:23,18:56.1,Lewis Hamilton,,
Japan,15,Suzuka International Racing Course,2014,Sebastian Vettel,1,2,15:06:26,18:55.0,Lewis Hamilton,,
Japan,15,Suzuka International Racing Course,2014,Kimi Raikkonen,1,2,15:06:28,18:55.3,Lewis Hamilton,,
Japan,15,Suzuka International Racing Course,2014,Sergio Perez,1,2,15:06:30,18:55.7,Lewis Hamilton,,
Japan,15,Suzuka International Racing Course,2014,Daniil Kvyat,1,2,15:06:33,18:54.5,Lewis Hamilton,,
Japan,15,Suzuka International Racing Course,2014,Nico Hulkenberg,1,2,15:06:35,18:56.6,Lewis Hamilton,,
Japan,15,Suzuka International Racing Course,2014,Adrian Sutil,1,2,15:06:37,18:55.8,Lewis Hamilton,,
Japan,15,Suzuka International Racing Course,2014,Esteban Gutierrez,1,2,15:06:39,18:54.6,Lewis Hamilton,,
Japan,15,Suzuka International Racing Course,2014,Romain Grosjean,1,2,15:06:42,18:53.7,Lewis Hamilton,,
Japan,15,Suzuka International Racing Course,2014,Jules Bianchi,1,2,15:06:44,18:53.7,Lewis Hamilton,,
Japan,15,Suzuka International Racing Course,2014,Kamui Kobayashi,1,2,15:06:47,18:53.4,Lewis Hamilton,,
Japan,15,Suzuka International Racing Course,2014,Jean-Eric Vergne,1,2,15:06:50,18:56.6,Lewis Hamilton,,
Japan,15,Suzuka International Racing Course,2014,Max Chilton,1,2,15:06:52,18:55.9,Lewis Hamilton,,
Japan,15,Suzuka International Racing Course,2014,Pastor Maldonado,1,2,15:07:03,18:47.1,Lewis Hamilton,,
Japan,15,Suzuka International Racing Course,2014,Marcus Ericsson,1,2,15:07:18,18:33.9,Lewis Hamilton,,
Japan,15,Suzuka International Racing Course,2014,Jenson Button,2,9,15:44:19,24.532,Lewis Hamilton,,
Japan,15,Suzuka International Racing Course,2014,Pastor Maldonado,2,9,15:44:28,25.46,Lewis Hamilton,,
Japan,15,Suzuka International Racing Course,2014,Valtteri Bottas,2,11,15:48:14,24.465,Lewis Hamilton,,
Japan,15,Suzuka International Racing Course,2014,Daniel Ricciardo,2,11,15:48:16,24.184,Lewis Hamilton,,
Japan,15,Suzuka International Racing Course,2014,Kevin Magnussen,2,11,15:48:17,24.55,Lewis Hamilton,,
Japan,15,Suzuka International Racing Course,2014,Kimi Raikkonen,2,11,15:48:20,25.191,Lewis Hamilton,,
Japan,15,Suzuka International Racing Course,2014,Sergio Perez,2,11,15:48:20,24.971,Lewis Hamilton,,
Japan,15,Suzuka International Racing Course,2014,Daniil Kvyat,2,11,15:48:22,24.567,Lewis Hamilton,,
Japan,15,Suzuka International Racing Course,2014,Esteban Gutierrez,2,11,15:48:25,24.873,Lewis Hamilton,,
Japan,15,Suzuka International Racing Course,2014,Romain Grosjean,2,11,15:48:26,24.011,Lewis Hamilton,,
Japan,15,Suzuka International Racing Course,2014,Kamui Kobayashi,2,11,15:48:28,28.656,Lewis Hamilton,,
Japan,15,Suzuka International Racing Course,2014,Jean-Eric Vergne,2,11,15:48:29,25.451,Lewis Hamilton,,
Japan,15,Suzuka International Racing Course,2014,Marcus Ericsson,2,11,15:48:34,31.187,Lewis Hamilton,,
Japan,15,Suzuka International Racing Course,2014,Max Chilton,2,11,15:48:36,25.879,Lewis Hamilton,,
Japan,15,Suzuka International Racing Course,2014,Felipe Massa,2,12,15:50:12,24.374,Lewis Hamilton,,
Japan,15,Suzuka International Racing Course,2014,Sebastian Vettel,2,12,15:50:13,23.764,Lewis Hamilton,,
Japan,15,Suzuka International Racing Course,2014,Nico Hulkenberg,2,12,15:50:17,24.696,Lewis Hamilton,,
Japan,15,Suzuka International Racing Course,2014,Adrian Sutil,2,12,15:50:21,25.136,Lewis Hamilton,,
Japan,15,Suzuka International Racing Course,2014,Nico Rosberg,2,13,15:51:49,23.696,Lewis Hamilton,,
Japan,15,Suzuka International Racing Course,2014,Jules Bianchi,2,13,15:52:24,25.116,Lewis Hamilton,,
Japan,15,Suzuka International Racing Course,2014,Lewis Hamilton,2,14,15:53:43,23.891,Lewis Hamilton,,
Japan,15,Suzuka International Racing Course,2014,Kevin Magnussen,3,15,15:56:34,33.215,Lewis Hamilton,,
Japan,15,Suzuka International Racing Course,2014,Jean-Eric Vergne,3,19,16:04:37,24.353,Lewis Hamilton,,
Japan,15,Suzuka International Racing Course,2014,Romain Grosjean,3,21,16:08:25,23.656,Lewis Hamilton,,
Japan,15,Suzuka International Racing Course,2014,Adrian Sutil,3,22,16:10:19,24.407,Lewis Hamilton,,
Japan,15,Suzuka International Racing Course,2014,Pastor Maldonado,3,22,16:10:28,24.184,Lewis Hamilton,,
Japan,15,Suzuka International Racing Course,2014,Kimi Raikkonen,3,23,16:12:06,32.466,Lewis Hamilton,,
Japan,15,Suzuka International Racing Course,2014,Daniil Kvyat,3,23,16:12:08,24.222,Lewis Hamilton,,
Japan,15,Suzuka International Racing Course,2014,Max Chilton,3,23,16:12:57,25.278,Lewis Hamilton,,
Japan,15,Suzuka International Racing Course,2014,Jules Bianchi,3,24,16:14:29,24.91,Lewis Hamilton,,
Japan,15,Suzuka International Racing Course,2014,Sergio Perez,3,25,16:16:02,24.622,Lewis Hamilton,,
Japan,15,Suzuka International Racing Course,2014,Marcus Ericsson,3,25,16:16:32,25.977,Lewis Hamilton,,
Japan,15,Suzuka International Racing Course,2014,Nico Hulkenberg,3,26,16:17:49,23.873,Lewis Hamilton,,
Japan,15,Suzuka International Racing Course,2014,Kamui Kobayashi,3,26,16:18:42,25.635,Lewis Hamilton,,
Japan,15,Suzuka International Racing Course,2014,Sebastian Vettel,3,29,16:22:58,23.443,Lewis Hamilton,,
Japan,15,Suzuka International Racing Course,2014,Jenson Button,3,31,16:26:40,28.547,Lewis Hamilton,,
Japan,15,Suzuka International Racing Course,2014,Adrian Sutil,4,32,16:30:14,24.314,Lewis Hamilton,,
Japan,15,Suzuka International Racing Course,2014,Nico Rosberg,3,33,16:30:17,24.862,Lewis Hamilton,,
Japan,15,Suzuka International Racing Course,2014,Kevin Magnussen,4,33,16:32:03,23.701,Lewis Hamilton,,
Japan,15,Suzuka International Racing Course,2014,Esteban Gutierrez,3,34,16:33:51,26.943,Lewis Hamilton,,
Japan,15,Suzuka International Racing Course,2014,Kimi Raikkonen,4,34,16:33:52,24.173,Lewis Hamilton,,
Japan,15,Suzuka International Racing Course,2014,Romain Grosjean,4,34,16:33:58,23.745,Lewis Hamilton,,
Japan,15,Suzuka International Racing Course,2014,Lewis Hamilton,3,35,16:34:00,23.677,Lewis Hamilton,,
Japan,15,Suzuka International Racing Course,2014,Daniel Ricciardo,3,36,16:36:14,25.607,Lewis Hamilton,,
Japan,15,Suzuka International Racing Course,2014,Felipe Massa,3,37,16:39:03,24.93,Lewis Hamilton,,
Japan,15,Suzuka International Racing Course,2014,Valtteri Bottas,3,38,16:40:55,25.052,Lewis Hamilton,,
Japan,15,Suzuka International Racing Course,2014,Kamui Kobayashi,4,38,16:42:35,25.576,Lewis Hamilton,,
Japan,15,Suzuka International Racing Course,2014,Daniil Kvyat,4,39,16:43:18,26.554,Lewis Hamilton,,
Japan,15,Suzuka International Racing Course,2014,Marcus Ericsson,4,39,16:44:06,25.655,Lewis Hamilton,,
Japan,15,Suzuka International Racing Course,2014,Kamui Kobayashi,5,39,16:45:03,24.907,Lewis Hamilton,,
Japan,15,Suzuka International Racing Course,2014,Pastor Maldonado,4,40,16:45:34,25.981,Lewis Hamilton,,
Japan,15,Suzuka International Racing Course,2014,Kevin Magnussen,5,40,16:45:43,24.361,Lewis Hamilton,,
Japan,15,Suzuka International Racing Course,2014,Jenson Button,4,42,16:48:03,24.757,Lewis Hamilton,,
Japan,15,Suzuka International Racing Course,2014,Nico Hulkenberg,4,43,16:51:01,24.792,Lewis Hamilton,,
Japan,15,Suzuka International Racing Course,2014,Sergio Perez,4,43,16:51:21,25.313,Lewis Hamilton,,
Japan,15,Suzuka International Racing Course,2014,Kimi Raikkonen,5,43,16:51:48,24.768,Lewis Hamilton,,
Japan,15,Suzuka International Racing Course,2014,Romain Grosjean,5,43,16:52:21,23.785,Lewis Hamilton,,
Japan,14,Suzuka International Racing Course,2015,Sergio Perez,1,1,14:05:29,25.041,Lewis Hamilton,,
Japan,14,Suzuka International Racing Course,2015,Daniel Ricciardo,1,1,14:06:11,26.087,Lewis Hamilton,,
Japan,14,Suzuka International Racing Course,2015,Felipe Massa,1,1,14:06:55,34.166,Lewis Hamilton,,
Japan,14,Suzuka International Racing Course,2015,Daniil Kvyat,1,8,14:17:26,23.316,Lewis Hamilton,,
Japan,14,Suzuka International Racing Course,2015,Fernando Alonso,1,9,14:19:04,23.64,Lewis Hamilton,,
Japan,14,Suzuka International Racing Course,2015,Max Verstappen,1,9,14:19:07,27.793,Lewis Hamilton,,
Japan,14,Suzuka International Racing Course,2015,Nico Hulkenberg,1,10,14:20:34,23.75,Lewis Hamilton,,
Japan,14,Suzuka International Racing Course,2015,Felipe Nasr,1,10,14:20:51,24.763,Lewis Hamilton,,
Japan,14,Suzuka International Racing Course,2015,Jenson Button,1,10,14:20:51,23.343,Lewis Hamilton,,
Japan,14,Suzuka International Racing Course,2015,Valtteri Bottas,1,11,14:22:04,23.542,Lewis Hamilton,,
Japan,14,Suzuka International Racing Course,2015,Romain Grosjean,1,11,14:22:12,23.793,Lewis Hamilton,,
Japan,14,Suzuka International Racing Course,2015,Pastor Maldonado,1,12,14:23:55,24.842,Lewis Hamilton,,
Japan,14,Suzuka International Racing Course,2015,Sebastian Vettel,1,13,14:25:21,23.074,Lewis Hamilton,,
Japan,14,Suzuka International Racing Course,2015,Marcus Ericsson,1,13,14:26:01,23.418,Lewis Hamilton,,
Japan,14,Suzuka International Racing Course,2015,Kimi Raikkonen,1,14,14:27:09,23.714,Lewis Hamilton,,
Japan,14,Suzuka International Racing Course,2015,Carlos Sainz,1,14,14:27:23,23.701,Lewis Hamilton,,
Japan,14,Suzuka International Racing Course,2015,Nico Rosberg,1,15,14:28:45,23.078,Lewis Hamilton,,
Japan,14,Suzuka International Racing Course,2015,Lewis Hamilton,1,16,14:30:13,22.75,Lewis Hamilton,,
Japan,14,Suzuka International Racing Course,2015,Felipe Massa,2,16,14:32:49,26.735,Lewis Hamilton,,
Japan,14,Suzuka International Racing Course,2015,Sergio Perez,2,18,14:34:39,24.303,Lewis Hamilton,,
Japan,14,Suzuka International Racing Course,2015,Daniil Kvyat,2,20,14:38:04,23.183,Lewis Hamilton,,
Japan,14,Suzuka International Racing Course,2015,Will Stevens,1,21,14:40:29,25.875,Lewis Hamilton,,
Japan,14,Suzuka International Racing Course,2015,Alexander Rossi,1,22,14:42:18,25.146,Lewis Hamilton,,
Japan,14,Suzuka International Racing Course,2015,Daniel Ricciardo,2,24,14:45:19,23.225,Lewis Hamilton,,
Japan,14,Suzuka International Racing Course,2015,Marcus Ericsson,2,26,14:48:19,23.441,Lewis Hamilton,,
Japan,14,Suzuka International Racing Course,2015,Carlos Sainz,2,27,14:49:26,39.345,Lewis Hamilton,,
Japan,14,Suzuka International Racing Course,2015,Jenson Button,2,27,14:49:59,23.801,Lewis Hamilton,,
Japan,14,Suzuka International Racing Course,2015,Kimi Raikkonen,2,28,14:50:45,22.584,Lewis Hamilton,,
Japan,14,Suzuka International Racing Course,2015,Fernando Alonso,2,28,14:51:35,23.767,Lewis Hamilton,,
Japan,14,Suzuka International Racing Course,2015,Nico Rosberg,2,29,14:52:12,23.241,Lewis Hamilton,,
Japan,14,Suzuka International Racing Course,2015,Valtteri Bottas,2,29,14:52:23,23.588,Lewis Hamilton,,
Japan,14,Suzuka International Racing Course,2015,Sebastian Vettel,2,30,14:53:49,23.13,Lewis Hamilton,,
Japan,14,Suzuka International Racing Course,2015,Max Verstappen,2,30,14:54:54,23.977,Lewis Hamilton,,
Japan,14,Suzuka International Racing Course,2015,Felipe Nasr,2,30,14:55:14,24.116,Lewis Hamilton,,
Japan,14,Suzuka International Racing Course,2015,Lewis Hamilton,2,31,14:55:15,23.165,Lewis Hamilton,,
Japan,14,Suzuka International Racing Course,2015,Nico Hulkenberg,2,31,14:56:02,23.491,Lewis Hamilton,,
Japan,14,Suzuka International Racing Course,2015,Romain Grosjean,2,33,14:59:32,24.554,Lewis Hamilton,,
Japan,14,Suzuka International Racing Course,2015,Will Stevens,2,32,14:59:51,23.647,Lewis Hamilton,,
Japan,14,Suzuka International Racing Course,2015,Alexander Rossi,2,33,15:01:34,25.088,Lewis Hamilton,,
Japan,14,Suzuka International Racing Course,2015,Daniil Kvyat,3,34,15:01:48,23.381,Lewis Hamilton,,
Japan,14,Suzuka International Racing Course,2015,Felipe Massa,3,34,15:03:24,24.67,Lewis Hamilton,,
Japan,14,Suzuka International Racing Course,2015,Pastor Maldonado,2,36,15:04:35,23.249,Lewis Hamilton,,
Japan,14,Suzuka International Racing Course,2015,Sergio Perez,3,36,15:05:03,24.267,Lewis Hamilton,,
Japan,14,Suzuka International Racing Course,2015,Nico Hulkenberg,3,42,15:17:36,35.76,Lewis Hamilton,,
Japan,14,Suzuka International Racing Course,2015,Will Stevens,3,42,15:17:36,35.76,Lewis Hamilton,,
Japan,17,Suzuka International Racing Course,2016,Fernando Alonso,1,9,14:19:03,22.786,Nico Rosberg,,
Japan,17,Suzuka International Racing Course,2016,Max Verstappen,1,10,14:20:15,22.855,Nico Rosberg,,
Japan,17,Suzuka International Racing Course,2016,Daniel Ricciardo,1,10,14:20:26,22.996,Nico Rosberg,,
Japan,17,Suzuka International Racing Course,2016,Romain Grosjean,1,10,14:20:36,23.741,Nico Rosberg,,
Japan,17,Suzuka International Racing Course,2016,Daniil Kvyat,1,10,14:20:38,22.99,Nico Rosberg,,
Japan,17,Suzuka International Racing Course,2016,Nico Hulkenberg,1,11,14:22:12,22.832,Nico Rosberg,,
Japan,17,Suzuka International Racing Course,2016,Esteban Gutierrez,1,11,14:22:18,24.11,Nico Rosberg,,
Japan,17,Suzuka International Racing Course,2016,Nico Rosberg,1,12,14:23:28,22.673,Nico Rosberg,,
Japan,17,Suzuka International Racing Course,2016,Sebastian Vettel,1,12,14:23:35,23.226,Nico Rosberg,,
Japan,17,Suzuka International Racing Course,2016,Sergio Perez,1,12,14:23:45,23.605,Nico Rosberg,,
Japan,17,Suzuka International Racing Course,2016,Kimi Raikkonen,1,12,14:23:45,23.244,Nico Rosberg,,
Japan,17,Suzuka International Racing Course,2016,Esteban Ocon,1,12,14:24:19,24.973,Nico Rosberg,,
Japan,17,Suzuka International Racing Course,2016,Lewis Hamilton,1,13,14:25:25,22.989,Nico Rosberg,,
